State Name,Year,yield,Avg_Annual_Temperature,Avg_Annual_Rainfall,average_price
Telangana,2002,1271.8038888888889,25.0,981.9,187.87829401840492
Telangana,2003,1605.9733333333334,24.72,1243.6,184.94695330250462
Telangana,2004,1404.465,24.74,1080.5,176.54035590421142
Telangana,2005,1793.5494444444444,24.58,1208.3,194.15448920484465
Telangana,2006,1737.2805555555558,25.06,1161.6,238.7763065652203
Telangana,2007,1895.5188888888888,24.77,1179.3,259.28268439756005
Telangana,2008,1955.7755555555557,24.61,1118.0,283.79670255183413
Telangana,2009,1684.93,25.11,953.7,302.0420379647749
Telangana,2010,1735.6451851851853,25.13,1215.5,253.33105543535876
Telangana,2011,1476.5014814814815,24.67,1116.3,128.67280691308093
Telangana,2012,1533.8929629629629,24.69,1054.7,131.0606643085711
Telangana,2013,1431.1103703703702,24.820000000000004,1092.5,136.6361060792586
Telangana,2014,1376.6074074074074,24.73,1045.2,148.0098748510449
Telangana,2015,1815.961111111111,24.91,1189.2,112.2047103314822
Telangana,2016,1857.8474074074074,25.149999999999995,1198.8,128.20569612772405
Telangana,2017,1769.478148148148,24.790000000000003,1211.0,147.76915776901993
Uttar Pradesh,1994,2174.2917391304345,24.46,1295.3,6.919554455445544
Uttar Pradesh,1995,2148.9777173913044,25.29,1242.4,7.03345156555773
Uttar Pradesh,1996,2368.788695652174,24.55,1182.9,8.187600353243418
Uttar Pradesh,1997,2312.5622826086956,24.1,1183.1,8.944368268434134
Uttar Pradesh,1998,2237.957173913044,24.76,1208.8,9.250178760593219
Uttar Pradesh,1999,2434.5230434782607,24.67,1116.6,9.829413873148084
Uttar Pradesh,2000,2293.0420652173916,24.6,1035.4,203.62665521978022
Uttar Pradesh,2001,2389.8209782608697,24.73,1105.2,307.19596972271563
Uttar Pradesh,2002,2199.3441304347825,25.0,981.9,187.87829401840492
Uttar Pradesh,2003,2422.4016304347824,24.72,1243.6,184.94695330250462
Uttar Pradesh,2004,2179.238913043478,24.74,1080.5,176.54035590421142
Uttar Pradesh,2005,2287.0077173913046,24.58,1208.3,194.15448920484465
Uttar Pradesh,2006,2322.865652173913,25.06,1161.6,238.7763065652203
Uttar Pradesh,2007,2382.6408695652176,24.77,1179.3,259.28268439756005
Uttar Pradesh,2008,2569.7432608695653,24.61,1118.0,283.79670255183413
Uttar Pradesh,2009,2455.389782608696,25.11,953.7,302.0420379647749
Uttar Pradesh,2010,2763.7933333333335,25.13,1215.5,253.33105543535876
Uttar Pradesh,2011,2959.207753623188,24.67,1116.3,128.67280691308093
Uttar Pradesh,2012,2977.550797101449,24.69,1054.7,131.0606643085711
Uttar Pradesh,2013,2933.2477536231886,24.820000000000004,1092.5,136.6361060792586
Uttar Pradesh,2014,2113.0650724637685,24.73,1045.2,148.0098748510449
Uttar Pradesh,2015,2559.481304347826,24.91,1189.2,112.2047103314822
Uttar Pradesh,2016,3159.303768115942,25.149999999999995,1198.8,128.20569612772405
Uttar Pradesh,2017,3283.9881159420293,24.790000000000003,1211.0,147.76915776901993
Uttarakhand,1994,1534.764375,24.46,1295.3,6.919554455445544
Uttarakhand,1995,1608.40125,25.29,1242.4,7.03345156555773
Uttarakhand,1996,1518.8287500000001,24.55,1182.9,8.187600353243418
Uttarakhand,1997,1555.064375,24.1,1183.1,8.944368268434134
Uttarakhand,1998,1438.14625,24.76,1208.8,9.250178760593219
Uttarakhand,1999,1615.154375,24.67,1116.6,9.829413873148084
Uttarakhand,2000,1504.3400000000001,24.6,1035.4,203.62665521978022
Uttarakhand,2001,1551.61875,24.73,1105.2,307.19596972271563
Uttarakhand,2002,1478.79875,25.0,981.9,187.87829401840492
Uttarakhand,2003,1449.09125,24.72,1243.6,184.94695330250462
Uttarakhand,2004,1511.1012500000002,24.74,1080.5,176.54035590421142
Uttarakhand,2005,1600.8700000000001,24.58,1208.3,194.15448920484465
Uttarakhand,2006,1400.8325,25.06,1161.6,238.7763065652203
Uttarakhand,2007,1650.14625,24.77,1179.3,259.28268439756005
Uttarakhand,2008,1491.620625,24.61,1118.0,283.79670255183413
Uttarakhand,2009,1553.2825,25.11,953.7,302.0420379647749
Uttarakhand,2010,1735.3783333333333,25.13,1215.5,253.33105543535876
Uttarakhand,2011,1761.3366666666668,24.67,1116.3,128.67280691308093
Uttarakhand,2012,1806.4804166666665,24.69,1054.7,131.0606643085711
Uttarakhand,2013,1847.3395833333334,24.820000000000004,1092.5,136.6361060792586
Uttarakhand,2014,1548.6775,24.73,1045.2,148.0098748510449
Uttarakhand,2015,1635.8416666666665,24.91,1189.2,112.2047103314822
Uttarakhand,2016,1824.8999999999999,25.149999999999995,1198.8,128.20569612772405
Uttarakhand,2017,1929.7145833333334,24.790000000000003,1211.0,147.76915776901993
West Bengal,1994,2054.2514285714287,24.46,1295.3,6.919554455445544
West Bengal,1995,1887.0410714285713,25.29,1242.4,7.03345156555773
West Bengal,1996,2092.4173333333338,24.55,1182.9,8.187600353243418
West Bengal,1997,1999.1686666666665,24.1,1183.1,8.944368268434134
West Bengal,1998,1980.308,24.76,1208.8,9.250178760593219
West Bengal,1999,2126.3866666666663,24.67,1116.6,9.829413873148084
West Bengal,2000,2274.5323333333336,24.6,1035.4,203.62665521978022
West Bengal,2001,2259.148333333333,24.73,1105.2,307.19596972271563
West Bengal,2002,2163.7779999999993,25.0,981.9,187.87829401840492
West Bengal,2003,2318.8673333333336,24.72,1243.6,184.94695330250462
West Bengal,2004,2269.588333333333,24.74,1080.5,176.54035590421142
West Bengal,2005,2237.525,24.58,1208.3,194.15448920484465
West Bengal,2006,2324.999333333333,25.06,1161.6,238.7763065652203
West Bengal,2007,2466.998333333333,24.77,1179.3,259.28268439756005
West Bengal,2008,2327.4083333333333,24.61,1118.0,283.79670255183413
West Bengal,2009,2346.432333333333,25.11,953.7,302.0420379647749
West Bengal,2010,2521.1437777777774,25.13,1215.5,253.33105543535876
West Bengal,2011,2501.450666666667,24.67,1116.3,128.67280691308093
West Bengal,2012,2559.4815555555556,24.69,1054.7,131.0606643085711
West Bengal,2013,2596.332222222222,24.820000000000004,1092.5,136.6361060792586
West Bengal,2014,2655.2326666666663,24.73,1045.2,148.0098748510449
West Bengal,2015,2313.132666666667,24.91,1189.2,112.2047103314822
West Bengal,2016,2526.9135555555554,25.149999999999995,1198.8,128.20569612772405
West Bengal,2017,2646.239777777778,24.790000000000003,1211.0,147.76915776901993
